player,period,decision,payoff
Player20,6,True,0
Player20,7,False,0
Player20,8,False,0
Player20,9,False,0
Player20,10,True,0
Player20,11,False,0
Player20,12,False,0
Player20,13,False,0
Player20,14,False,0
Player20,15,False,0
Player21,1,True,0
Player21,2,True,0
Player21,3,False,0
Player21,4,True,0
Player21,5,True,0
Player21,6,True,0
Player21,7,False,0
Player21,8,True,0
Player21,9,False,0
Player21,10,False,0
Player21,11,False,0
Player21,12,False,0
Player21,13,False,0
Player21,14,False,0
Player21,15,True,0
Player22,1,False,0
Player22,2,False,0
Player22,3,False,0
Player22,4,True,0
Player22,5,True,0
Player22,6,False,0
Player22,7,False,0
Player22,8,True,0
Player22,9,False,0
Player22,10,True,0
Player22,11,False,0
Player22,12,False,0
Player22,13,False,0
Player22,14,True,0
Player22,15,False,0
Player23,1,False,0
Player23,2,True,0
Player23,3,True,0
Player23,4,False,0
Player23,5,False,0
Player23,6,False,0
Player23,7,False,0
Player23,8,True,0
Player23,9,False,0
Player23,10,True,0
Player23,11,False,0
Player23,12,False,0
Player23,13,True,0
Player23,14,False,0
Player23,15,False,0
Player24,1,False,0
Player24,2,False,0
Player24,3,False,0
Player24,4,True,0
Player24,5,True,0
Player24,6,True,0
Player24,7,False,0
Player24,8,True,0
Player24,9,True,0
Player24,10,False,0
Player24,11,False,0
Player24,12,False,0
Player24,13,False,0
Player24,14,True,0
Player24,15,True,0
