player,period,stag,payoff
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,False,8
Team2,0,True,1
Team1,1,False,8
Team2,1,True,1
Team1,2,False,8
Team2,2,True,1
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,1
Team2,0,False,8
Team1,1,False,8
Team2,1,False,8
Team1,2,False,8
Team2,2,False,8
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,False,8
Team2,0,True,1
Team1,1,False,8
Team2,1,False,8
Team1,2,False,8
Team2,2,False,8
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,False,8
Team2,0,True,1
Team1,1,False,8
Team2,1,False,8
Team1,2,False,8
Team2,2,False,8
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,1
Team2,0,False,8
Team1,1,False,8
Team2,1,False,8
Team1,2,False,8
Team2,2,False,8
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
Team1,0,True,9
Team2,0,True,9
Team1,1,True,9
Team2,1,True,9
Team1,2,True,9
Team2,2,True,9
