player,period,stag,payoff
Player1,1,False,8
Player2,1,False,8
Player1,2,False,8
Player2,2,False,8
Player1,0,False,8
Player2,0,False,8
Player1,1,False,8
Player2,1,False,8
Player1,2,False,8
Player2,2,False,8
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,False,8
Player2,0,False,8
Player1,1,False,8
Player2,1,False,8
Player1,2,False,8
Player2,2,False,8
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,1
Player2,0,False,8
Player1,1,False,8
Player2,1,False,8
Player1,2,False,8
Player2,2,False,8
Player1,0,True,1
Player2,0,False,8
Player1,1,True,1
Player2,1,False,8
Player1,2,False,8
Player2,2,False,8
Player1,0,False,8
Player2,0,True,1
Player1,1,False,8
Player2,1,False,8
Player1,2,False,8
Player2,2,False,8
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,1
Player2,0,False,8
Player1,1,False,8
Player2,1,False,8
Player1,2,True,1
Player2,2,False,8
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,1
Player2,0,False,8
Player1,1,False,8
Player2,1,False,8
Player1,2,False,8
Player2,2,False,8
Player1,0,True,1
Player2,0,False,8
Player1,1,False,8
Player2,1,False,8
Player1,2,False,8
Player2,2,False,8
Player1,0,False,8
Player2,0,True,1
Player1,1,False,8
Player2,1,True,1
Player1,2,False,8
Player2,2,True,1
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
Player1,0,False,8
Player2,0,True,1
Player1,1,False,8
Player2,1,False,8
Player1,2,False,8
Player2,2,False,8
Player1,0,True,9
Player2,0,True,9
Player1,1,True,9
Player2,1,True,9
Player1,2,True,9
Player2,2,True,9
