player,period,stag,payoff,session
Team2,14,True,9,20
Team1,0,True,9,21
Team2,0,True,9,21
Team1,1,True,9,21
Team2,1,True,9,21
Team1,2,True,9,21
Team2,2,True,9,21
Team1,3,True,9,21
Team2,3,True,9,21
Team1,4,True,9,21
Team2,4,True,9,21
Team1,5,True,9,21
Team2,5,True,9,21
Team1,6,True,9,21
Team2,6,True,9,21
Team1,7,True,9,21
Team2,7,True,9,21
Team1,8,True,9,21
Team2,8,True,9,21
Team1,9,True,9,21
Team2,9,True,9,21
Team1,10,True,9,21
Team2,10,True,9,21
Team1,11,True,9,21
Team2,11,True,9,21
Team1,12,True,9,21
Team2,12,True,9,21
Team1,13,True,9,21
Team2,13,True,9,21
Team1,14,True,9,21
Team2,14,True,9,21
Team1,0,True,9,22
Team2,0,True,9,22
Team1,1,True,9,22
Team2,1,True,9,22
Team1,2,True,9,22
Team2,2,True,9,22
Team1,3,True,9,22
Team2,3,True,9,22
Team1,4,True,9,22
Team2,4,True,9,22
Team1,5,True,9,22
Team2,5,True,9,22
Team1,6,True,9,22
Team2,6,True,9,22
Team1,7,True,9,22
Team2,7,True,9,22
Team1,8,True,9,22
Team2,8,True,9,22
Team1,9,True,9,22
Team2,9,True,9,22
Team1,10,True,9,22
Team2,10,True,9,22
Team1,11,True,9,22
Team2,11,True,9,22
Team1,12,True,9,22
Team2,12,True,9,22
Team1,13,True,9,22
Team2,13,True,9,22
Team1,14,True,9,22
Team2,14,True,9,22
Team1,0,True,9,23
Team2,0,True,9,23
Team1,1,True,1,23
Team2,1,False,8,23
Team1,2,True,9,23
Team2,2,True,9,23
Team1,3,True,9,23
Team2,3,True,9,23
Team1,4,True,9,23
Team2,4,True,9,23
Team1,5,True,9,23
Team2,5,True,9,23
Team1,6,True,9,23
Team2,6,True,9,23
Team1,7,True,9,23
Team2,7,True,9,23
Team1,8,True,9,23
Team2,8,True,9,23
Team1,9,True,9,23
Team2,9,True,9,23
Team1,10,True,9,23
Team2,10,True,9,23
Team1,11,True,9,23
Team2,11,True,9,23
Team1,12,True,9,23
Team2,12,True,9,23
Team1,13,True,9,23
Team2,13,True,9,23
Team1,14,True,9,23
Team2,14,True,9,23
Team1,0,False,8,24
Team2,0,False,8,24
Team1,1,False,8,24
Team2,1,False,8,24
Team1,2,False,8,24
Team2,2,False,8,24
Team1,3,False,8,24
Team2,3,False,8,24
Team1,4,False,8,24
Team2,4,False,8,24
Team1,5,False,8,24
Team2,5,False,8,24
Team1,6,False,8,24
Team2,6,False,8,24
Team1,7,False,8,24
Team2,7,False,8,24
Team1,8,False,8,24
Team2,8,False,8,24
Team1,9,False,8,24
Team2,9,False,8,24
Team1,10,False,8,24
Team2,10,False,8,24
Team1,11,False,8,24
Team2,11,False,8,24
Team1,12,False,8,24
Team2,12,False,8,24
Team1,13,False,8,24
Team2,13,False,8,24
Team1,14,False,8,24
Team2,14,False,8,24
Team1,0,True,9,25
Team2,0,True,9,25
Team1,1,True,9,25
Team2,1,True,9,25
Team1,2,True,9,25
Team2,2,True,9,25
Team1,3,True,9,25
Team2,3,True,9,25
Team1,4,True,9,25
Team2,4,True,9,25
Team1,5,True,9,25
Team2,5,True,9,25
Team1,6,True,9,25
Team2,6,True,9,25
Team1,7,True,9,25
Team2,7,True,9,25
Team1,8,True,9,25
Team2,8,True,9,25
Team1,9,True,9,25
Team2,9,True,9,25
Team1,10,True,9,25
Team2,10,True,9,25
Team1,11,True,9,25
Team2,11,True,9,25
Team1,12,True,9,25
Team2,12,True,9,25
Team1,13,True,9,25
Team2,13,True,9,25
Team1,14,True,9,25
Team2,14,True,9,25
Team1,0,True,9,26
Team2,0,True,9,26
Team1,1,True,9,26
Team2,1,True,9,26
Team1,2,True,9,26
Team2,2,True,9,26
Team1,3,True,9,26
Team2,3,True,9,26
Team1,4,True,9,26
Team2,4,True,9,26
Team1,5,True,9,26
Team2,5,True,9,26
Team1,6,True,9,26
Team2,6,True,9,26
Team1,7,True,9,26
Team2,7,True,9,26
Team1,8,True,9,26
Team2,8,True,9,26
Team1,9,True,9,26
Team2,9,True,9,26
Team1,10,True,9,26
Team2,10,True,9,26
Team1,11,True,9,26
Team2,11,True,9,26
Team1,12,True,9,26
Team2,12,True,9,26
Team1,13,True,9,26
Team2,13,True,9,26
Team1,14,True,9,26
Team2,14,True,9,26
Team1,0,True,9,27
Team2,0,True,9,27
Team1,1,True,9,27
Team2,1,True,9,27
Team1,2,True,9,27
Team2,2,True,9,27
Team1,3,True,9,27
Team2,3,True,9,27
Team1,4,True,9,27
Team2,4,True,9,27
Team1,5,True,9,27
Team2,5,True,9,27
Team1,6,True,9,27
Team2,6,True,9,27
Team1,7,True,9,27
Team2,7,True,9,27
Team1,8,True,9,27
Team2,8,True,9,27
Team1,9,True,9,27
Team2,9,True,9,27
Team1,10,True,9,27
Team2,10,True,9,27
Team1,11,True,9,27
Team2,11,True,9,27
Team1,12,True,9,27
Team2,12,True,9,27
Team1,13,True,9,27
Team2,13,True,9,27
Team1,14,True,9,27
Team2,14,True,9,27
Team1,0,True,9,28
Team2,0,True,9,28
Team1,1,True,9,28
Team2,1,True,9,28
Team1,2,True,9,28
Team2,2,True,9,28
Team1,3,True,9,28
Team2,3,True,9,28
Team1,4,True,9,28
Team2,4,True,9,28
Team1,5,True,9,28
Team2,5,True,9,28
Team1,6,True,9,28
Team2,6,True,9,28
Team1,7,True,9,28
Team2,7,True,9,28
Team1,8,True,9,28
Team2,8,True,9,28
Team1,9,True,9,28
Team2,9,True,9,28
Team1,10,True,9,28
Team2,10,True,9,28
Team1,11,True,9,28
Team2,11,True,9,28
Team1,12,True,9,28
Team2,12,True,9,28
Team1,13,True,9,28
Team2,13,True,9,28
Team1,14,True,9,28
Team2,14,True,9,28
Team1,0,True,9,29
Team2,0,True,9,29
Team1,1,True,9,29
Team2,1,True,9,29
Team1,2,True,9,29
Team2,2,True,9,29
Team1,3,True,9,29
Team2,3,True,9,29
Team1,4,True,9,29
Team2,4,True,9,29
Team1,5,True,9,29
Team2,5,True,9,29
Team1,6,True,9,29
Team2,6,True,9,29
Team1,7,True,9,29
Team2,7,True,9,29
Team1,8,True,9,29
Team2,8,True,9,29
Team1,9,True,9,29
Team2,9,True,9,29
Team1,10,True,9,29
Team2,10,True,9,29
Team1,11,True,9,29
Team2,11,True,9,29
Team1,12,True,9,29
Team2,12,True,9,29
Team1,13,True,9,29
Team2,13,True,9,29
Team1,14,True,9,29
Team2,14,True,9,29
Team1,0,True,9,30
Team2,0,True,9,30
Team1,1,True,9,30
Team2,1,True,9,30
Team1,2,True,9,30
Team2,2,True,9,30
Team1,3,True,9,30
Team2,3,True,9,30
Team1,4,True,9,30
Team2,4,True,9,30
Team1,5,True,9,30
Team2,5,True,9,30
Team1,6,True,9,30
Team2,6,True,9,30
Team1,7,True,9,30
Team2,7,True,9,30
Team1,8,True,9,30
Team2,8,True,9,30
Team1,9,True,9,30
Team2,9,True,9,30
Team1,10,True,9,30
Team2,10,True,9,30
Team1,11,True,9,30
Team2,11,True,9,30
Team1,12,True,9,30
Team2,12,True,9,30
Team1,13,True,9,30
Team2,13,True,9,30
Team1,14,True,9,30
Team2,14,True,9,30
Team1,0,True,9,31
Team2,0,True,9,31
Team1,1,True,9,31
Team2,1,True,9,31
Team1,2,True,9,31
Team2,2,True,9,31
Team1,3,True,9,31
Team2,3,True,9,31
Team1,4,True,9,31
Team2,4,True,9,31
Team1,5,True,9,31
Team2,5,True,9,31
Team1,6,True,9,31
Team2,6,True,9,31
Team1,7,True,9,31
Team2,7,True,9,31
Team1,8,True,9,31
Team2,8,True,9,31
Team1,9,True,9,31
Team2,9,True,9,31
Team1,10,True,9,31
Team2,10,True,9,31
Team1,11,True,9,31
Team2,11,True,9,31
Team1,12,True,9,31
Team2,12,True,9,31
Team1,13,True,9,31
Team2,13,True,9,31
Team1,14,True,9,31
Team2,14,True,9,31
Team1,0,True,9,32
Team2,0,True,9,32
Team1,1,True,9,32
Team2,1,True,9,32
Team1,2,True,9,32
Team2,2,True,9,32
Team1,3,True,9,32
Team2,3,True,9,32
Team1,4,True,9,32
Team2,4,True,9,32
Team1,5,True,9,32
Team2,5,True,9,32
Team1,6,True,9,32
Team2,6,True,9,32
Team1,7,True,9,32
Team2,7,True,9,32
Team1,8,True,9,32
Team2,8,True,9,32
Team1,9,True,9,32
Team2,9,True,9,32
Team1,10,True,9,32
Team2,10,True,9,32
Team1,11,True,9,32
Team2,11,True,9,32
Team1,12,True,9,32
Team2,12,True,9,32
Team1,13,True,9,32
Team2,13,True,9,32
Team1,14,True,9,32
Team2,14,True,9,32
Team1,0,False,8,33
Team2,0,True,1,33
Team1,1,False,8,33
Team2,1,False,8,33
Team1,2,False,8,33
Team2,2,False,8,33
Team1,3,False,8,33
Team2,3,False,8,33
Team1,4,False,8,33
Team2,4,False,8,33
Team1,5,False,8,33
Team2,5,False,8,33
Team1,6,False,8,33
Team2,6,False,8,33
Team1,7,False,8,33
Team2,7,False,8,33
Team1,8,False,8,33
Team2,8,False,8,33
Team1,9,False,8,33
Team2,9,False,8,33
Team1,10,False,8,33
Team2,10,False,8,33
Team1,11,False,8,33
Team2,11,False,8,33
Team1,12,False,8,33
Team2,12,False,8,33
Team1,13,False,8,33
Team2,13,False,8,33
Team1,14,False,8,33
Team2,14,False,8,33
Team1,0,True,9,34
Team2,0,True,9,34
Team1,1,True,9,34
Team2,1,True,9,34
Team1,2,True,9,34
Team2,2,True,9,34
Team1,3,True,9,34
Team2,3,True,9,34
Team1,4,True,9,34
Team2,4,True,9,34
Team1,5,True,9,34
Team2,5,True,9,34
Team1,6,True,9,34
Team2,6,True,9,34
Team1,7,True,9,34
Team2,7,True,9,34
Team1,8,True,9,34
Team2,8,True,9,34
Team1,9,True,9,34
Team2,9,True,9,34
Team1,10,True,9,34
Team2,10,True,9,34
Team1,11,True,9,34
Team2,11,True,9,34
Team1,12,True,9,34
Team2,12,True,9,34
Team1,13,True,9,34
Team2,13,True,9,34
Team1,14,True,9,34
Team2,14,True,9,34
Team1,0,True,9,35
Team2,0,True,9,35
Team1,1,True,9,35
Team2,1,True,9,35
Team1,2,True,9,35
Team2,2,True,9,35
Team1,3,True,9,35
Team2,3,True,9,35
Team1,4,True,9,35
Team2,4,True,9,35
Team1,5,True,9,35
Team2,5,True,9,35
Team1,6,True,9,35
Team2,6,True,9,35
Team1,7,True,9,35
Team2,7,True,9,35
Team1,8,True,9,35
Team2,8,True,9,35
Team1,9,True,9,35
Team2,9,True,9,35
Team1,10,True,9,35
Team2,10,True,9,35
Team1,11,True,9,35
Team2,11,True,9,35
Team1,12,True,9,35
Team2,12,True,9,35
Team1,13,True,9,35
Team2,13,True,9,35
Team1,14,True,9,35
Team2,14,True,9,35
Team1,0,True,9,36
Team2,0,True,9,36
Team1,1,True,9,36
Team2,1,True,9,36
Team1,2,True,9,36
Team2,2,True,9,36
Team1,3,True,9,36
Team2,3,True,9,36
Team1,4,True,9,36
Team2,4,True,9,36
Team1,5,True,9,36
Team2,5,True,9,36
Team1,6,True,9,36
Team2,6,True,9,36
Team1,7,True,9,36
Team2,7,True,9,36
Team1,8,True,9,36
Team2,8,True,9,36
Team1,9,True,9,36
Team2,9,True,9,36
Team1,10,True,9,36
Team2,10,True,9,36
Team1,11,True,9,36
Team2,11,True,9,36
Team1,12,True,9,36
Team2,12,True,9,36
Team1,13,True,9,36
Team2,13,True,9,36
Team1,14,True,9,36
Team2,14,True,9,36
Team1,0,True,9,37
Team2,0,True,9,37
Team1,1,True,9,37
Team2,1,True,9,37
Team1,2,True,9,37
Team2,2,True,9,37
Team1,3,True,9,37
Team2,3,True,9,37
Team1,4,True,9,37
Team2,4,True,9,37
Team1,5,True,9,37
Team2,5,True,9,37
Team1,6,True,9,37
Team2,6,True,9,37
Team1,7,True,9,37
Team2,7,True,9,37
Team1,8,True,9,37
Team2,8,True,9,37
Team1,9,True,9,37
Team2,9,True,9,37
Team1,10,True,9,37
Team2,10,True,9,37
Team1,11,True,9,37
Team2,11,True,9,37
Team1,12,True,9,37
Team2,12,True,9,37
Team1,13,True,9,37
Team2,13,True,9,37
Team1,14,True,9,37
Team2,14,True,9,37
Team1,0,True,9,38
Team2,0,True,9,38
Team1,1,True,9,38
Team2,1,True,9,38
Team1,2,True,9,38
Team2,2,True,9,38
Team1,3,True,9,38
Team2,3,True,9,38
Team1,4,True,9,38
Team2,4,True,9,38
Team1,5,True,9,38
Team2,5,True,9,38
Team1,6,True,9,38
Team2,6,True,9,38
Team1,7,True,9,38
Team2,7,True,9,38
Team1,8,True,9,38
Team2,8,True,9,38
Team1,9,True,9,38
Team2,9,True,9,38
Team1,10,True,9,38
Team2,10,True,9,38
Team1,11,True,9,38
Team2,11,True,9,38
