player,period,decision,payoff
Player2,15,False,9
Player1,1,False,9
Player1,2,False,9
Player1,3,False,9
Player1,4,False,9
Player1,5,False,9
Player1,6,False,9
Player1,7,False,9
Player1,8,False,9
Player1,9,False,9
Player1,10,False,9
Player1,11,False,9
Player1,12,False,9
Player1,13,False,9
Player1,14,False,9
Player1,15,False,9
Player2,1,False,9
Player2,2,False,9
Player2,3,False,9
Player2,4,False,9
Player2,5,False,9
Player2,6,False,9
Player2,7,False,9
Player2,8,False,9
Player2,9,False,9
Player2,10,False,9
Player2,11,False,9
Player2,12,False,9
Player2,13,False,9
Player2,14,False,9
Player2,15,False,9
Player1,1,False,9
Player1,2,False,9
Player1,3,False,9
Player1,4,False,9
Player1,5,False,9
Player1,6,False,9
Player1,7,False,9
Player1,8,False,9
Player1,9,False,9
Player1,10,False,9
Player1,11,False,9
Player1,12,False,9
Player1,13,False,9
Player1,14,False,9
Player1,15,False,9
Player2,1,False,9
Player2,2,False,9
Player2,3,False,9
Player2,4,False,9
Player2,5,False,9
Player2,6,False,9
Player2,7,False,9
Player2,8,False,9
Player2,9,False,9
Player2,10,False,9
Player2,11,False,9
Player2,12,False,9
Player2,13,False,9
Player2,14,False,9
Player2,15,False,9
Player1,1,False,9
Player1,2,False,9
Player1,3,False,9
Player1,4,False,9
Player1,5,False,9
Player1,6,False,9
Player1,7,False,9
Player1,8,False,9
Player1,9,False,9
Player1,10,False,9
Player1,11,False,9
Player1,12,False,9
Player1,13,False,9
Player1,14,False,9
Player1,15,False,9
Player2,1,False,9
Player2,2,False,9
Player2,3,False,9
Player2,4,False,9
Player2,5,False,9
Player2,6,False,9
Player2,7,False,9
Player2,8,False,9
Player2,9,False,9
Player2,10,False,9
Player2,11,False,9
Player2,12,False,9
Player2,13,False,9
Player2,14,False,9
Player2,15,False,9
Player1,1,False,9
Player1,2,False,9
Player1,3,False,9
Player1,4,False,9
Player1,5,False,9
Player1,6,False,9
Player1,7,False,9
Player1,8,False,9
Player1,9,False,9
Player1,10,False,9
Player1,11,False,9
Player1,12,False,9
Player1,13,False,9
Player1,14,False,9
Player1,15,False,9
Player2,1,False,9
Player2,2,False,9
Player2,3,False,9
Player2,4,False,9
Player2,5,False,9
Player2,6,False,9
Player2,7,False,9
Player2,8,False,9
Player2,9,False,9
Player2,10,False,9
Player2,11,False,9
Player2,12,False,9
Player2,13,False,9
Player2,14,False,9
Player2,15,False,9
Player1,1,False,9
Player1,2,False,9
Player1,3,False,9
Player1,4,False,9
Player1,5,False,9
Player1,6,False,9
Player1,7,False,9
Player1,8,False,9
Player1,9,False,9
Player1,10,False,9
Player1,11,False,9
Player1,12,False,9
Player1,13,False,9
Player1,14,False,9
Player1,15,False,9
Player2,1,False,9
Player2,2,False,9
Player2,3,False,9
Player2,4,False,9
Player2,5,False,9
Player2,6,False,9
Player2,7,False,9
Player2,8,False,9
Player2,9,False,9
Player2,10,False,9
Player2,11,False,9
Player2,12,False,9
Player2,13,False,9
Player2,14,False,9
Player2,15,False,9
Player1,1,False,9
Player1,2,False,9
Player1,3,False,9
Player1,4,False,9
Player1,5,False,9
Player1,6,False,9
Player1,7,False,9
Player1,8,False,9
Player1,9,False,9
Player1,10,False,9
Player1,11,False,9
Player1,12,False,9
Player1,13,False,9
Player1,14,False,9
Player1,15,False,9
Player2,1,False,9
Player2,2,False,9
Player2,3,False,9
Player2,4,False,9
Player2,5,False,9
Player2,6,False,9
Player2,7,False,9
Player2,8,False,9
Player2,9,False,9
Player2,10,False,9
Player2,11,False,9
Player2,12,False,9
Player2,13,False,9
Player2,14,False,9
Player2,15,False,9
Player1,1,False,9
Player1,2,False,9
Player1,3,False,9
Player1,4,False,9
Player1,5,False,9
Player1,6,False,9
Player1,7,False,9
Player1,8,False,9
Player1,9,False,9
Player1,10,False,9
Player1,11,False,9
Player1,12,False,9
Player1,13,False,9
Player1,14,False,9
Player1,15,False,9
Player2,1,False,9
Player2,2,False,9
Player2,3,False,9
Player2,4,False,9
Player2,5,False,9
Player2,6,False,9
Player2,7,False,9
Player2,8,False,9
Player2,9,False,9
Player2,10,False,9
Player2,11,False,9
Player2,12,False,9
Player2,13,False,9
Player2,14,False,9
Player2,15,False,9
Player1,1,False,9
Player1,2,False,9
Player1,3,False,9
Player1,4,False,9
Player1,5,False,9
Player1,6,False,9
Player1,7,False,9
Player1,8,False,9
Player1,9,False,9
Player1,10,False,9
Player1,11,False,9
Player1,12,False,9
Player1,13,False,9
Player1,14,False,9
Player1,15,False,9
Player2,1,False,9
Player2,2,False,9
Player2,3,False,9
Player2,4,False,9
Player2,5,False,9
Player2,6,False,9
Player2,7,False,9
Player2,8,False,9
Player2,9,False,9
Player2,10,False,9
Player2,11,False,9
Player2,12,False,9
Player2,13,False,9
Player2,14,False,9
Player2,15,False,9
Player1,1,False,9
Player1,2,False,9
Player1,3,False,9
Player1,4,False,9
Player1,5,False,9
Player1,6,False,9
Player1,7,False,9
Player1,8,False,9
Player1,9,False,9
Player1,10,False,9
Player1,11,False,9
Player1,12,False,9
Player1,13,False,9
Player1,14,False,9
Player1,15,False,9
Player2,1,False,9
Player2,2,False,9
Player2,3,False,9
Player2,4,False,9
Player2,5,False,9
Player2,6,False,9
Player2,7,False,9
Player2,8,False,9
Player2,9,False,9
Player2,10,False,9
Player2,11,False,9
Player2,12,False,9
Player2,13,False,9
Player2,14,False,9
Player2,15,False,9
Player1,1,False,9
Player1,2,False,9
Player1,3,False,9
Player1,4,False,9
Player1,5,False,9
Player1,6,False,9
Player1,7,False,9
Player1,8,False,9
Player1,9,False,9
Player1,10,False,9
Player1,11,False,9
Player1,12,False,9
Player1,13,False,9
Player1,14,False,9
Player1,15,False,9
Player2,1,False,9
Player2,2,False,9
Player2,3,False,9
Player2,4,False,9
Player2,5,False,9
Player2,6,False,9
Player2,7,False,9
Player2,8,False,9
Player2,9,False,9
Player2,10,False,9
Player2,11,False,9
Player2,12,False,9
Player2,13,False,9
Player2,14,False,9
Player2,15,False,9
Player1,1,False,9
Player1,2,False,9
Player1,3,False,9
Player1,4,False,9
Player1,5,False,9
Player1,6,False,9
Player1,7,False,9
Player1,8,False,9
Player1,9,False,9
Player1,10,False,9
Player1,11,False,9
Player1,12,False,9
Player1,13,False,9
Player1,14,False,9
Player1,15,False,9
Player2,1,False,9
Player2,2,False,9
Player2,3,False,9
Player2,4,False,9
Player2,5,False,9
Player2,6,False,9
Player2,7,False,9
Player2,8,False,9
Player2,9,False,9
Player2,10,False,9
Player2,11,False,9
Player2,12,False,9
Player2,13,False,9
Player2,14,False,9
Player2,15,False,9
